"","ID","X15n_tissue_lediscrim","dN_p","FL_mm","dN_rbc","predictedRBC","residuals.RBC","me.Length","SI_adj_rbc","predictedP","residuals.P","SI_adj_P","predpred","WIC_C","WIC_N","predpred_nc","WIC_N_nc","WIC","cluster_2018.2019"
"20","GLCD302019","d15N_PLAS",14.06,360,14.68,14.8149504853477,-0.134950485347675,15.0552323464516,15.0108559662652,14.6074765905446,-0.547476590544617,14.507755755907,14.6507939989392,0.476222263283741,0.226787644047089,14.6507939989392,0.349037549182525,0.590793998939161,1
"21","GLCD372018","d15N_PLAS",16.28,447,14.57,15.5142596867719,-0.944259686771909,15.0552323464516,14.201546764841,15.5538694382571,0.726130561742871,15.7813629081945,14.5552860512233,1.22470297196546,1.49989736954103,14.5552860512233,2.97463820510502,1.72471394877673,1
"22","GLCD372019","d15N_PLAS",15.84,472,16.21,15.7152106067214,0.494789393278599,15.0552323464516,15.6405958448915,15.8258214059906,0.0141785940093891,15.069410940461,15.9792227262602,0.247071932530429,0.0610445398443209,15.9792227262602,0.0193829675073177,0.139222726260183,1
"23","GLCD382019","d15N_PLAS",15.28,316,15.39,14.4612768662366,0.928723133763432,15.0552323464516,16.0745295853763,14.1288411273337,1.15115887266631,16.2063912191179,15.2672543887417,0.660789816657078,0.436643181797695,15.2672543887417,0.000162450606346997,0.0127456112582723,1
"24","GLCD422019","d15N_PLAS",13.35,302,14.98,14.3487443510649,0.631255648935148,15.0552323464516,15.7770621005481,13.9765480254029,-0.626548025402943,14.4286843210487,14.9112702199825,0.959853211216987,0.921318187083563,14.9112702199825,2.4375646998042,1.5612702199825,1
"25","GLCD432019","d15N_PLAS",14.05,335,14.04,14.6139995653982,-0.573999565398183,15.0552323464516,14.5718068862147,14.3355246228111,-0.285524622811137,14.7697077236405,14.0951113940467,0.0175491510631252,0.000307972703036388,14.0951113940467,0.00203503787283732,0.0451113940467076,1
"26","GLCD482019","d15N_PLAS",13.95,350,14.97,14.7345701173679,0.235429882632123,15.0552323464516,15.381236334245,14.4986958034512,-0.548695803451226,14.5065365430004,14.9025876792811,0.673003603166361,0.452933849874905,14.9025876792811,0.907423286718067,0.952587679281056,1
"27","GLCD632018","d15N_PLAS",15.14,442,15.29,15.474069502782,-0.184069502782012,15.0552323464516,14.9617369488309,15.4994790447104,-0.359479044710434,14.6957533017412,15.1804289817273,0.262289704811537,0.0687958892501232,15.1804289817273,0.00163450256350471,0.0404289817272796,2
"28","GLCD652018","d15N_PLAS",16.26,516,15.48,16.0688842258325,-0.588884225832508,15.0552323464516,14.5569222257804,16.3044568692015,-0.0444568692015351,15.0107754772501,15.3453972550547,0.266476057331732,0.0710094891310647,15.3453972550547,0.836498181061429,0.914602744945273,2
"29","GLCD712018","d15N_PLAS",15.57,470,15.63,15.6991345331254,-0.0691345331254416,15.0552323464516,15.0766719184875,15.8040652485719,-0.234065248571932,14.8211670978797,15.4756353655764,0.197561973791876,0.0390307334885419,15.4756353655764,0.00890468422990027,0.0943646344236032,2
"30","GLCD722018","d15N_PLAS",16.57,455,16.37,15.5785639811558,0.791436018844254,15.0552323464516,15.9372424704572,15.6408940679318,0.929105932068156,15.9843382785198,16.1181433774833,0.511224951888743,0.261350951433647,16.1181433774833,0.204174407312204,0.451856622516705,2
"31","GLCD732018","d15N_PLAS",15.67,430,15.55,15.3776130612063,0.172386938793746,15.0552323464516,15.3181933904067,15.3689421001984,0.301057899801636,15.3562902462533,15.4061750399648,0.210036994462432,0.0441155390428116,15.4061750399648,0.0696036095375535,0.263824960035159,2
